,shop_id,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20,Column_21,Column_22,Column_23,Column_24,Column_25,Column_26,Column_27,Column_28,Column_29,Column_30,Column_31,Column_32,Column_33,Column_34,Column_35,Column_36,Column_37
70,72,14839.999999999998,14560.0,0.0,82060.0,5850.0,17700.0,23550.0,6790.0,28260.0,5200.0,22200.0,7190.0,66540.0,11680.0,128260.00000000001,19350.0,3000.0,13100.0,6960.0,2400.0,44000.0,2520.0,7700.0,0.0,51040.0,1200.0,4800.0,40040.0,30580.0,1350.0,6100.0,10230.0,24710.0,21400.0,6020.0,29630.0,17010.0
71,73,6650.0,7944.999999999999,0.0,80740.0,6600.0,13300.0,18000.0,11360.0,14500.0,2490.0,17740.0,3600.0,48120.0,5740.0,145640.0,20550.0,1780.0,7400.0,4400.0,3720.0,29700.0,2160.0,6500.0,0.0,39600.0,2250.0,1999.9999999999998,48620.0,15840.0,1350.0,4100.0,26730.0,17150.0,52390.0,6440.0,34370.0,9450.0
72,74,6860.0,6755.0,0.0,136620.0,9150.0,22000.0,33450.0,16250.0,23390.0,8910.0,23590.0,7570.0,41720.0,9970.0,185239.99999999997,26850.0,2400.0,11400.0,4320.0,3720.0,47520.0,4200.0,7300.0,0.0,64900.0,3750.0,3400.0,74360.0,21120.0,4200.0,6300.000000000001,19360.0,14280.0,64840.0,7420.0,28099.999999999996,13500.0
73,75,11970.0,14140.0,0.0,63800.0,2400.0,17900.0,11400.0,21270.0,16670.0,6610.0,18250.0,8290.0,40270.0,12570.0,139920.0,16200.0,4340.0,18400.0,7360.0,2880.0,22660.0,4080.0000000000005,9700.0,0.0,43119.99999999999,2250.0,4500.0,36080.0,16280.0,3600.0,6100.0,23320.0,38080.0,45090.0,5580.0,73860.0,12150.0
74,76,9380.0,9660.0,0.0,89100.0,2250.0,16200.0,14550.0,7560.0,16970.0,5310.0,21910.0,7380.0,36910.0,6350.0,149380.0,11700.0,3960.0000000000005,10000.0,3439.9999999999995,1560.0,14080.0,1320.0,5600.0,0.0,64679.99999999999,1950.0,3500.0,62260.0,16720.0,2100.0,5900.0,7480.0,12390.0,22780.0,7980.0,27140.0,14310.0
75,77,10080.0,15785.0,0.0,144760.0,10650.0,21400.0,30750.0,12000.0,27980.0,8350.0,32600.0,5890.0,87790.0,15670.0,181500.0,31650.0,5300.0,12000.0,5200.0,4200.0,53680.0,3360.0,11700.0,5200.0,53460.0,3000.0,5600.0,89760.0,32780.0,4050.0,6500.0,18920.0,10150.0,41550.0,4900.0,27560.0,14600.0
76,78,11480.0,7490.0,0.0,117260.0,5550.0,14300.0,29850.000000000004,19970.0,21510.0,4160.0,24550.0,5149.999999999999,54730.0,7190.0,145420.0,17400.0,3480.0,14600.0,5040.0,2759.9999999999995,45540.0,2040.0,7600.0,0.0,94159.99999999999,4050.0,5000.0,104939.99999999999,24860.0,4500.0,2800.0,12100.0,12250.0,22910.0,12880.0,10060.0,8100.0
77,79,5810.0,9975.0,0.0,124080.0,7200.000000000001,19200.0,25200.0,15510.0,14770.0,7420.0,25090.0,16510.0,51020.0,10450.0,210320.00000000003,22950.0,5580.0,17500.0,5200.0,2040.0,55659.99999999999,1920.0,7700.0,0.0,69080.0,2250.0,5200.0,64680.0,28600.0,3750.0,5800.0,21780.0,25970.0,56140.0,4060.0,48589.99999999999,15930.000000000002
78,80,3430.0,3535.0,0.0,85360.0,4050.0,9800.0,18450.0,1280.0,9260.0,3210.0,14640.0,3240.0,26950.0,5000.0,73480.0,13200.0,4100.0,4800.0,2320.0,2400.0,9020.0,2160.0,1900.0,0.0,62040.0,900.0,2600.0,46200.0,13860.000000000002,900.0,4000.0000000000005,7479.999999999999,5880.0,11420.0,3040.0,10350.0,5130.0
79,81,8260.0,19705.0,0.0,49940.00000000001,2550.0,19200.000000000004,12450.0,12570.0,21310.0,7090.0,22470.0,6930.0,43070.0,13020.0,86460.0,12450.000000000002,3100.0,18300.0,9520.0,720.0,20680.0,2640.0,7100.0,0.0,15840.0,450.0,1999.9999999999998,32340.0,10560.0,1050.0,3700.0,7920.0,11760.0,21420.0,10150.0,28990.000000000004,14040.0
80,82,8680.0,10745.0,0.0,144980.0,18450.0,17200.0,34350.0,12560.0,18850.0,12090.0,22690.0,13300.0,53050.0,14880.0,182160.00000000003,70800.0,2380.0,15500.0,6960.0,6359.999999999999,44880.0,5400.0,9300.0,0.0,71060.0,7200.000000000001,4200.0,73480.0,21780.0,3600.0,4500.0,17820.0,16240.0,32600.0,9730.0,36940.0,9450.0
81,83,4200.0,7280.000000000001,0.0,97680.0,7950.0,14000.0,18750.0,7850.000000000001,18850.0,4350.0,19710.0,4450.0,39710.0,8820.0,109560.0,27450.000000000004,2300.0,8300.0,3760.0,3840.0,26180.0,1440.0,4700.0,0.0,43120.0,3000.0,2700.0,57420.00000000001,20460.0,2550.0,3700.0,12430.0,8119.999999999999,20010.0,5810.0,14680.0,9990.0
82,84,9170.0,10325.0,0.0,123860.0,5850.0,19500.0,25200.0,33870.0,25220.0,9620.0,26140.0,10790.0,62330.0,8550.0,170940.0,16500.0,2400.0,13800.0,6880.0,4560.0,38720.0,2640.0,9500.0,0.0,81620.0,2400.0,3300.0,87120.0,34100.0,3600.0,4500.0,33330.0,34090.0,74290.0,4970.0,66860.0,18630.0
83,85,6300.0,8505.0,0.0,80520.0,4200.0,13400.0,23550.0,10070.0,15190.0,4510.0,18570.0,2760.0,32650.000000000004,7100.0,141240.0,10950.0,2160.0,9300.0,4080.0,4200.0,33000.0,1440.0,5100.0,0.0,44000.0,2100.0,3300.0,45100.0,20239.999999999996,1050.0,4400.0,9900.0,7350.0,33590.0,6790.0,23260.0,8370.0
84,86,9310.0,12565.0,0.0,107800.0,11250.0,20600.0,20250.0,21930.0,30330.0,8360.0,25330.0,11180.0,69400.0,9430.0,163020.0,50100.0,6980.0,14200.0,6080.0,4800.0,36300.0,3000.0,8900.0,0.0,53240.0,4050.0,3400.0,67540.0,27060.0,3000.0,7300.0,39160.0,25550.0,65550.0,3920.0,67430.0,10800.0
85,87,2170.0,3710.0,0.0,71280.0,1350.0,8400.0,9600.0,6450.0,6410.0,1929.9999999999998,10240.0,1140.0,15330.0,4600.0,80520.0,12600.0,2200.0,3300.0,2320.0,1800.0,18260.0,1440.0,3200.0,0.0,24639.999999999996,600.0,1900.0,28380.0,10340.0,1950.0,2000.0,7590.0,5320.0,18560.0,1610.0,23330.0,5420.0
86,88,23240.0,39060.0,0.0,33880.0,4650.0,29400.0,20250.0,9370.0,16650.0,18610.0,15859.999999999998,16450.0,32440.0,25860.0,31900.0,16199.999999999998,5600.0,22900.0,3920.0,4560.0,11660.0,3000.0,11100.0,0.0,17380.0,2550.0,5000.0,16720.0,8140.0,2400.0,7200.0,8690.0,30100.0,33740.0,5670.0,31930.0,7560.0
87,89,11130.0,15435.0,0.0,65340.0,9000.0,17600.0,18600.0,12890.0,17050.0,8510.0,15460.0,6490.0,60320.0,11580.0,99220.0,27600.0,6000.0,16300.000000000002,6160.0,2160.0,27500.0,5160.0,6000.0,1950.0,34100.0,1350.0,4600.0,52580.0,12760.0,2250.0,8000.000000000001,7920.0,8050.0,22200.0,4200.0,17850.0,17320.0
88,90,3570.0,3815.0,0.0,59400.0,3000.0,6700.0,11550.0,5180.0,12869.999999999998,4020.0,11790.0,2830.0,23950.0,6260.0,96140.0,12750.0,3100.0,5500.0,1360.0,2160.0,9680.0,2040.0,2100.0,0.0,25080.000000000004,1800.0,2600.0,24640.0,10560.0,900.0,3300.0,14080.0,5810.0,16950.0,4620.0,10430.0,7020.0
89,91,12040.0,10990.0,0.0,119680.0,4950.0,19200.0,20400.0,13680.0,31140.0,6900.0,28890.0,7050.0,76520.0,16120.0,158179.99999999997,17700.0,2500.0,18000.0,5840.0,3000.0,24420.0,4800.0,7000.0,0.0,86459.99999999999,3900.0,5200.0,40480.0,18040.0,2100.0,5000.0,12650.0,19110.0,33720.0,7910.0,52760.00000000001,11340.0
90,92,6230.0,7700.0,0.0,79640.00000000001,6900.0,18600.0,15000.000000000002,8350.0,16480.0,8510.0,15490.0,5720.0,47520.0,11340.0,118800.0,18450.0,4700.0,11100.0,4080.0,2760.0,30140.0,3360.0,6800.0,0.0,37400.0,4350.0,3900.0,48399.99999999999,32780.0,3000.0,5300.000000000001,10120.0,8680.0,22830.0,4685.0,18320.0,12420.0
91,93,9450.0,15575.0,0.0,29040.000000000004,3300.0,13700.0,9000.0,8800.0,11440.0,6850.0,13440.0,12160.0,35130.0,9560.0,64019.99999999999,19200.0,3080.0,6700.0,5600.0,1440.0,17820.0,4080.0000000000005,4200.0,0.0,13640.0,1350.0,1400.0,22440.0,8360.0,3150.0,3400.0,8690.0,8400.0,15790.0,3530.0,16209.999999999998,6479.999999999999
92,94,4200.0,5495.0,0.0,106260.0,5400.0,16900.0,19650.0,19670.0,18420.0,5710.0,29040.0,6040.0,38440.0,6170.0,158620.0,27450.0,2500.0,9900.0,4720.0,6120.0,33000.0,2880.0,6800.0,0.0,61820.00000000001,2850.0,2100.0,56100.00000000001,22880.0,3150.0,5000.0,46090.0,24430.0,42110.0,7490.0,59850.0,14310.0
93,95,4760.0,4900.0,0.0,80960.0,2100.0,10700.0,10500.0,4960.0,12720.0,4910.0,13720.0,4320.0,30429.999999999996,8610.0,101200.0,11850.0,3279.9999999999995,6300.0,2480.0,720.0,11220.0,1200.0,3100.0,0.0,52360.0,1500.0,2400.0,37620.0,15400.000000000002,2100.0,4300.0,9350.0,6790.0,23390.0,3850.0,16920.0,3240.0
94,96,6090.0,7840.0,0.0,179079.99999999997,5400.0,23300.0,16950.0,9720.0,17650.0,3910.0,22480.0,7600.0,39860.0,10900.0,203060.0,15300.0,3460.0,10800.000000000002,5840.0,3240.0,25300.0,2040.0000000000002,7000.0,0.0,105600.00000000001,2250.0,3500.0,104060.0,19360.0,1350.0,4500.0,9570.0,15400.0,23780.0,4760.0,16810.0,11610.0
95,97,10780.0,8995.0,0.0,44880.0,0.0,10300.0,10050.0,29070.0,16120.0,5430.0,16910.0,6590.0,64650.0,6379.999999999999,99440.0,0.0,2300.0,17300.0,6400.0,1080.0,31460.000000000004,2640.0,6500.0,0.0,32780.0,0.0,3300.0,30800.0,13860.0,0.0,3600.0,18480.0,26390.0,30830.0,4690.0,86870.0,7560.0
96,98,5600.0,7490.0,0.0,177540.0,3000.0,14600.0,25800.0,12040.0,15460.0,6170.0,25250.000000000004,10310.0,39990.0,12130.0,191179.99999999997,19500.0,3880.0,12600.0,2960.0,2280.0,17380.0,2400.0,3600.0000000000005,0.0,99660.0,1350.0,2200.0,114400.00000000001,18700.0,2250.0,3500.0,18040.0,12320.0,21150.0,8540.0,14740.0,9180.0
97,99,8190.0,11165.0,0.0,111320.0,3900.0,15600.0,26850.0,3810.0,17980.0,5660.0,17840.0,8460.0,34180.0,13940.0,160380.0,13650.0,3100.0,5500.0,4160.0,1200.0,24200.0,2520.0,4400.0,0.0,99440.0,2550.0,3100.0,71060.0,17380.0,2100.0,3600.0,11440.0,12110.0,22040.0,17010.0,16160.0,9450.0
98,100,9170.0,8015.0,0.0,140360.0,4650.0,20600.0,19350.0,12620.0,18710.0,8250.0,26370.0,9250.0,59650.00000000001,8240.0,176220.0,16800.0,2280.0,14200.000000000002,4640.0,2280.0,49060.0,1560.0,7300.0,0.0,91740.0,1200.0,4200.0,80960.0,24640.0,3900.0,4400.0,13420.000000000002,13860.0,33800.0,8190.0,21870.0,10530.0
99,101,8400.0,12495.0,0.0,104940.0,8100.0,16200.0,38550.0,17100.0,26710.000000000004,6890.0,30300.000000000004,7780.0,71530.0,12180.0,171380.0,35250.0,6100.0,14300.0,3520.0,10200.0,36960.0,2880.0,9500.0,3250.0,50819.99999999999,5250.0,5100.0,67760.0,14300.0,3599.9999999999995,4800.0,25740.0,9450.0,49540.00000000001,7420.0,29040.0,12210.0
100,102,9660.0,8995.0,0.0,65120.0,5400.0,12400.0,14700.0,10010.0,14440.0,5990.0,15789.999999999998,6230.0,33620.0,8910.0,107580.0,15450.0,1200.0,15100.0,6240.0,2640.0,25300.0,1080.0,8500.0,0.0,33660.0,1500.0,3300.0,43780.0,14960.0,2250.0,5500.0,9460.0,9660.0,15940.0,6860.0,21090.0,8910.0
101,103,2870.0,1925.0,0.0,139260.0,3150.0,7600.0,16950.0,4120.0,8390.0,4430.0,21700.0,7880.0,32150.0,4190.0,106700.0,11850.0,2900.0,10200.0,2480.0,1680.0,19580.0,1200.0,4200.0,0.0,35200.0,300.0,1200.0,52140.0,5720.0,1050.0,1900.0,7480.000000000001,6160.0,13850.0,5950.0,29390.0,8370.0
102,104,5600.0,5949.999999999999,0.0,59400.0,3300.0,10300.0,13650.0,9980.0,10340.0,1040.0,13680.0,5760.0,43190.0,8480.0,101640.0,11700.0,2400.0,6300.0,5360.0,2160.0,16500.0,1800.0,4200.0,0.0,35420.0,1950.0,2000.0,43340.0,5720.0,1650.0,2500.0,16830.0,10570.0,30980.0,5795.0,35100.0,6479.999999999999
103,105,4690.0,3990.0,0.0,89540.0,0.0,10200.0,17700.0,5310.0,13010.0,6460.0,15770.0,7210.0,34220.0,9320.0,132000.0,0.0,1800.0000000000002,4400.0,1999.9999999999998,4080.0,26180.000000000004,2520.0,5799.999999999999,0.0,132440.0,0.0,1700.0,82720.0,20460.0,0.0,4000.0,4400.0,2940.0,8790.0,8185.0,5110.0,13269.999999999998
104,106,2800.0,3640.0000000000005,0.0,85360.0,9000.0,14900.0,16650.0,9420.0,12640.0,3300.0,14590.0,3240.0,34510.0,5050.0,110000.0,35550.0,3000.0,10000.0,6240.0,4080.0,28820.0,3120.0,2100.0,0.0,32560.0,4800.0,3300.0,49720.0,22000.0,5550.0,2500.0,11000.0,7280.0,16240.0,3710.0,16860.0,14310.0
105,107,8820.0,21560.0,0.0,30580.0,2250.0,4900.0,9450.0,5760.0,11880.0,6359.999999999999,16770.0,3269.9999999999995,32980.0,9390.0,36300.0,7050.0,2000.0,9200.0,5200.0,1560.0,3520.0,1920.0,3600.0,0.0,16060.0,900.0,2800.0,14520.0,3080.0,1800.0,3100.0,2859.9999999999995,24360.0,9270.0,7210.0,15490.0,4590.0
106,108,6090.0,12530.0,0.0,143880.0,4800.0,20500.0,16350.0,9990.0,13280.0,2700.0,13310.0,4470.0,36500.0,3520.0,164340.0,20700.0,3300.0,11000.0,4480.0,1200.0,22880.0,1920.0,5100.0,0.0,59400.0,2100.0,2500.0,72160.0,16940.0,1500.0,4800.0,11000.0,12040.0,20140.0,5320.0,26640.0,8640.0
107,111,11270.0,16625.0,0.0,85580.0,8700.0,26300.0,22500.0,42170.0,26700.0,9450.0,33370.0,8380.0,111020.0,11280.0,143880.0,28050.0,3800.0,19700.0,9840.0,3600.0,50160.0,3120.0,13400.0,0.0,46200.00000000001,3000.0,5600.0,64680.0,19800.0,2100.0,6000.0,36410.0,39410.0,95940.0,8330.0,107310.0,15969.999999999998
108,112,2590.0,6894.999999999999,0.0,51480.0,4200.0,14999.999999999998,12150.0,6720.0,8410.0,2590.0,15710.000000000002,3150.0,43480.0,5390.0,81840.0,21900.0,2000.0,7600.0,5120.0,1680.0,21560.0,1440.0,3000.0,0.0,20460.0,750.0,1700.0,14960.0,12540.0,900.0,2900.0,10779.999999999998,9590.0,14550.0,4480.0,19160.0,5670.0
109,113,4620.0,15504.999999999998,0.0,108460.0,6150.0,19000.0,23550.0,11940.0,27600.0,3400.0,27480.0,7300.0,62340.0,8490.0,175560.0,19500.0,4060.0,18200.0,9040.0,4200.0,41140.0,2640.0,5800.0,0.0,58739.99999999999,2550.0,4200.0,65560.0,24860.0,2700.0,6300.0,8470.0,11830.0,22360.0,10220.0,23440.0,12149.999999999998
110,114,12530.0,13405.000000000002,0.0,77220.0,4650.0,22500.0,19800.0,10200.0,28340.0,8330.0,26190.0,8160.0,58649.99999999999,15330.0,115500.0,20100.0,4200.0,14900.0,5600.0,2760.0,24860.0,1680.0,4800.0,0.0,55879.99999999999,3450.0,3900.0,52580.0,19360.0,3450.0,5700.0,14520.0,12670.0,29350.0,4900.0,30470.0,9450.0
111,115,4480.0,9240.0,0.0,48620.0,2700.0,12400.0,6450.0,5370.0,14360.0,3900.0,8560.0,2770.0,23490.0,2250.0,72380.0,9150.0,700.0,9000.0,3280.0000000000005,960.0,23320.0,1680.0,4300.0,0.0,29040.0,600.0,2800.0,29700.0,9680.0,2100.0,3900.0,4400.0,6510.0,18600.0,3290.0,10090.0,11340.0
112,116,19110.0,12145.0,0.0,76120.0,2100.0,12500.0,16800.0,30830.0,15640.0,8680.0,19980.0,6340.0,47540.0,11560.0,113739.99999999999,16350.000000000002,3000.0,10400.0,5200.0,1320.0,27500.0,2040.0,6999.999999999999,0.0,43560.00000000001,1500.0,3700.0,51700.0,5280.0,1050.0,4000.0000000000005,40260.0,26110.0,58500.0,6640.0,91630.0,11070.0
113,117,6300.0,4550.0,0.0,89320.0,5250.0,10900.0,34350.0,18690.0,21920.0,7740.0,22570.0,8820.0,43130.0,6770.0,124960.0,21600.0,4360.0,5800.0,4960.0,5520.0,28599.999999999996,2400.0,3800.0,0.0,65780.0,750.0,3700.0000000000005,54780.0,12540.0,4800.0,4000.0,34210.0,21350.0,60500.0,5320.0,48410.0,8100.0
114,118,5530.0,7105.0,0.0,173360.0,3900.0,19800.0,17250.0,6950.0,19760.0,11380.0,15420.0,16860.0,46690.0,16510.0,237600.0,13199.999999999998,1800.0,13300.0,5120.0,2160.0,29480.0,2160.0,5600.0,0.0,76780.0,2850.0,3100.0,61820.0,22880.0,2550.0,5600.0,11880.0,11410.0,34280.0,5600.0,21280.0,10530.0
115,119,6580.000000000001,8120.0,0.0,79860.0,6450.0,25600.0,14699.999999999998,4300.0,11220.0,5280.0,12210.0,5540.0,30040.0,6840.0,88000.0,10950.0,2600.0,12600.0,7920.0,960.0,18700.0,2040.0,8800.0,0.0,34980.0,1200.0,4700.0,42900.0,14960.0,3300.0,5900.0,7260.0,15120.0,13510.0,5320.0,16970.0,6480.0
116,120,3150.0,5250.0,0.0,77000.0,3300.0,9600.0,8400.0,4150.0,10560.0,2760.0,11640.0,3470.0,19890.0,4780.0,63580.0,8700.0,900.0000000000001,8500.0,2400.0,840.0,9020.0,1320.0,1600.0,0.0,41140.0,1200.0,2900.0,31460.0,13860.0,2400.0,4100.0,10450.0,17850.0,12920.0,3355.0,23170.0,4050.0
117,121,13930.0,16625.0,0.0,190299.99999999997,4800.0,11000.0,31350.0,12080.0,20300.0,4180.0,21220.0,6530.0,65540.0,10060.0,142120.0,19350.0,5460.0,12299.999999999998,4240.0,3839.9999999999995,33880.0,2520.0,4000.0,0.0,76560.0,900.0,2100.0,73920.0,22000.0,1200.0,3600.0,23430.0,11760.0,45790.0,5740.0,48980.0,11070.0
118,122,9310.0,11235.0,0.0,68640.0,4950.0,15700.0,13799.999999999998,10680.0,14960.0,6760.0,16910.0,9190.0,41140.0,13340.0,121000.0,18600.0,4080.0,14300.0,4960.0,960.0,26620.0,2040.0,6900.0,0.0,36520.0,1350.0,4700.0,42240.0,16500.0,1050.0,3300.0,12319.999999999998,11900.0,14760.0,3290.0,16760.0,7290.0
119,123,4970.0,3745.0000000000005,0.0,51040.00000000001,2700.0,8600.0,10350.0,3190.0,12230.0,1020.0,7470.0,2740.0,28360.0,4530.0,72160.0,8850.0,1500.0,6100.0,2800.0,840.0,11220.0,960.0,2600.0,0.0,22880.0,900.0,1800.0,22440.0,10780.0,1200.0,2200.0,8250.0,6510.0,11330.0,5040.0,11879.999999999998,6480.0
120,124,10850.0,16344.999999999998,0.0,67100.0,5700.0,16000.0,12000.0,18100.0,31110.0,6850.0,17880.0,9350.0,77950.0,9810.0,113080.0,34200.0,3500.0,16200.0,6720.0,3240.0,57859.99999999999,2640.0,12600.0,0.0,35640.0,1950.0,4900.0,39380.0,17820.0,1950.0,4000.0,19250.0,23240.0,41100.0,14490.0,51800.0,14580.0
121,125,5530.0,10325.0,0.0,9900.0,1650.0,12200.0,2550.0,10870.0,6720.0,2710.0,5730.0,1920.0,25420.0,6080.0,23320.0,10800.0,3600.0,12900.0,7120.000000000001,1320.0,8140.0,3480.0,6100.0,1300.0,6820.0,450.0,2200.0,9900.0,1980.0,2400.0,2800.0,16279.999999999998,19320.0,29939.999999999996,350.0,35960.0,4320.0
122,126,7420.0,9450.0,0.0,50160.00000000001,0.0,22100.0,12750.0,25910.0,15310.0,5710.0,15510.0,8120.0,42340.0,4180.0,80960.0,0.0,4400.0,15800.0,7200.0,3600.0,16060.0,960.0,4900.0,0.0,26180.0,0.0,4600.0,44220.0,10120.0,0.0,4600.0,23759.999999999996,22680.0,24030.0,8960.0,52060.0,8370.0
123,127,16239.999999999998,27545.0,0.0,80960.0,2400.0,15900.0,27150.0,9740.0,20210.0,6880.0,24540.000000000004,12920.0,57710.0,19310.0,140800.0,13050.0,5400.0,17500.0,5359.999999999999,960.0,31240.0,3000.0,7100.000000000001,2600.0,42240.0,2550.0,4100.0,77880.0,15840.0,600.0,3700.0,14520.0,15890.000000000002,24530.0,5390.0,50860.0,9220.0
